"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"aidB",0.0969212512600112,-0.108199840180161,3.5338115409304,-0.0306184523217879,0.975573826223791,0.979778885819583
"ais",0,NA,NA,NA,NA,NA
"alaA",421.745696309944,0.63636943008445,0.0712229622216441,8.93489136416545,4.0757847205603e-19,1.8262650767126e-18
"alaC",0,NA,NA,NA,NA,NA
"alaE",0,NA,NA,NA,NA,NA
"alaS",0,NA,NA,NA,NA,NA
"alaT",0,NA,NA,NA,NA,NA
"alaU",0,NA,NA,NA,NA,NA
"alaW",0,NA,NA,NA,NA,NA
"aldA",112.46061017787,1.40863075885105,0.172744506522564,8.15441710539754,3.50867973605299e-16,1.31858448145217e-15
"aldB",0,NA,NA,NA,NA,NA
"alkA",0,NA,NA,NA,NA,NA
"alkB",0,NA,NA,NA,NA,NA
"allA",0,NA,NA,NA,NA,NA
"allB",0,NA,NA,NA,NA,NA
"allC",0,NA,NA,NA,NA,NA
"allD",0,NA,NA,NA,NA,NA
"allE",0,NA,NA,NA,NA,NA
"allR",0,NA,NA,NA,NA,NA
"allS",0,NA,NA,NA,NA,NA
"allZ",0,NA,NA,NA,NA,NA
"alpA",0,NA,NA,NA,NA,NA
"alr",0,NA,NA,NA,NA,NA
"alsA",0,NA,NA,NA,NA,NA
"alsB",0,NA,NA,NA,NA,NA
"alsC",0,NA,NA,NA,NA,NA
"alsE",0,NA,NA,NA,NA,NA
"alsK",0,NA,NA,NA,NA,NA
"alsR",0,NA,NA,NA,NA,NA
"alx",0,NA,NA,NA,NA,NA
"amiA",0,NA,NA,NA,NA,NA
"amiB",0,NA,NA,NA,NA,NA
"amiC",0,NA,NA,NA,NA,NA
"amiD",0,NA,NA,NA,NA,NA
"amn",0,NA,NA,NA,NA,NA
"ampC",0,NA,NA,NA,NA,NA
"ampD",0,NA,NA,NA,NA,NA
"ampE",0,NA,NA,NA,NA,NA
"ampG",40.2238978468863,-8.49127795394697,1.03487578493322,-8.20511802244451,2.30364472983549e-16,8.96871343734788e-16
"ampH",0,NA,NA,NA,NA,NA
"amtB",0,NA,NA,NA,NA,NA
"amyA",0,NA,NA,NA,NA,NA
"anmK",0,NA,NA,NA,NA,NA
"ansA",0,NA,NA,NA,NA,NA
"ansB",0,NA,NA,NA,NA,NA
"ansP",0,NA,NA,NA,NA,NA
"apaG",0,NA,NA,NA,NA,NA
"apaH",0,NA,NA,NA,NA,NA
"aphA",0,NA,NA,NA,NA,NA
"appA",0,NA,NA,NA,NA,NA
"appB",0,NA,NA,NA,NA,NA
"appC",107.0462673054,-2.11906797541904,0.175011180057416,-12.1081863154333,9.55843280800721e-34,8.90845937706272e-33
"appX",0,NA,NA,NA,NA,NA
"appY",0,NA,NA,NA,NA,NA
"apt",0,NA,NA,NA,NA,NA
"aqpZ",0,NA,NA,NA,NA,NA
"araA",0,NA,NA,NA,NA,NA
"araB",0,NA,NA,NA,NA,NA
"araC",0,NA,NA,NA,NA,NA
"araD",0,NA,NA,NA,NA,NA
"araE",0,NA,NA,NA,NA,NA
"araF",0,NA,NA,NA,NA,NA
"araG",0,NA,NA,NA,NA,NA
"araH",0,NA,NA,NA,NA,NA
"araJ",0.694493891358698,-2.6354581335552,3.42707758512691,-0.769010350099092,0.44188716626098,0.568739298566062
"arcA",0,NA,NA,NA,NA,NA
"arcB",0,NA,NA,NA,NA,NA
"arcZ",0,NA,NA,NA,NA,NA
"arfA",0,NA,NA,NA,NA,NA
"arfB",0,NA,NA,NA,NA,NA
"argA",0,NA,NA,NA,NA,NA
"argB",0,NA,NA,NA,NA,NA
"argC",0,NA,NA,NA,NA,NA
"argD",0,NA,NA,NA,NA,NA
"argE",0,NA,NA,NA,NA,NA
"argF",0,NA,NA,NA,NA,NA
"argG",0,NA,NA,NA,NA,NA
"argH",335.8385657492,-1.99272138370401,0.109855960654447,-18.1394015566632,1.55717480014743e-73,2.13424546137854e-72
"argI",0,NA,NA,NA,NA,NA
"argK",0,NA,NA,NA,NA,NA
"argL",0,NA,NA,NA,NA,NA
"argO",0,NA,NA,NA,NA,NA
"argP",0,NA,NA,NA,NA,NA
"argQ",0,NA,NA,NA,NA,NA
"argR",0.50398244204578,-2.17121775807733,3.44352196205866,-0.630522407581597,0.528352846990947,0.658321996518132
"argS",0,NA,NA,NA,NA,NA
"argT",0,NA,NA,NA,NA,NA
"argU",0,NA,NA,NA,NA,NA
"argW",0,NA,NA,NA,NA,NA
"argX",0,NA,NA,NA,NA,NA
"ariR",0,NA,NA,NA,NA,NA
"arnA",0,NA,NA,NA,NA,NA
"arnB",0,NA,NA,NA,NA,NA
"arnC",0,NA,NA,NA,NA,NA
"arnD",0,NA,NA,NA,NA,NA
"arnE",0,NA,NA,NA,NA,NA
"arnF",0,NA,NA,NA,NA,NA
"arnT",0,NA,NA,NA,NA,NA
"aroA",0,NA,NA,NA,NA,NA
"aroB",0,NA,NA,NA,NA,NA
"aroC",0,NA,NA,NA,NA,NA
"aroD",0,NA,NA,NA,NA,NA
"aroE",0,NA,NA,NA,NA,NA
"aroF",0,NA,NA,NA,NA,NA
"aroG",0,NA,NA,NA,NA,NA
"aroH",0,NA,NA,NA,NA,NA
"aroK",0,NA,NA,NA,NA,NA
"aroL",0,NA,NA,NA,NA,NA
"aroM",0,NA,NA,NA,NA,NA
"aroP",0,NA,NA,NA,NA,NA
"arpA",4.45922886446666,-5.31821435518423,2.07365598351809,-2.56465604587004,0.0103278127627654,0.0182301543463965
"arpB",0,NA,NA,NA,NA,NA
"arrS",0,NA,NA,NA,NA,NA
"arsB",0,NA,NA,NA,NA,NA
"arsC",0,NA,NA,NA,NA,NA
"arsR",0,NA,NA,NA,NA,NA
"artI",0,NA,NA,NA,NA,NA
"artJ",0,NA,NA,NA,NA,NA
"artM",0,NA,NA,NA,NA,NA
"artP",0,NA,NA,NA,NA,NA
"artQ",0,NA,NA,NA,NA,NA
"ascB",0,NA,NA,NA,NA,NA
"ascF",0,NA,NA,NA,NA,NA
"ascG",0,NA,NA,NA,NA,NA
"asd",0,NA,NA,NA,NA,NA
"aslA",0,NA,NA,NA,NA,NA
"aslB",0,NA,NA,NA,NA,NA
"asmA",0,NA,NA,NA,NA,NA
"asnA",0,NA,NA,NA,NA,NA
"asnB",0,NA,NA,NA,NA,NA
"asnC",0,NA,NA,NA,NA,NA
"asnS",0,NA,NA,NA,NA,NA
"asnT",0,NA,NA,NA,NA,NA
"asnW",0,NA,NA,NA,NA,NA
"aspA",0,NA,NA,NA,NA,NA
"aspC",0,NA,NA,NA,NA,NA
"aspS",0,NA,NA,NA,NA,NA
"aspT",0,NA,NA,NA,NA,NA
"aspX",0,NA,NA,NA,NA,NA
"asr",0,NA,NA,NA,NA,NA
"astA",0,NA,NA,NA,NA,NA
"astB",0,NA,NA,NA,NA,NA
"astC",0,NA,NA,NA,NA,NA
"astD",0,NA,NA,NA,NA,NA
"astE",0,NA,NA,NA,NA,NA
"atoA",0,NA,NA,NA,NA,NA
"atoB",0,NA,NA,NA,NA,NA
"atoC",0,NA,NA,NA,NA,NA
"atoD",0,NA,NA,NA,NA,NA
"atoE",0,NA,NA,NA,NA,NA
"atoS",0,NA,NA,NA,NA,NA
"atpA",0,NA,NA,NA,NA,NA
"atpB",0,NA,NA,NA,NA,NA
"atpC",0,NA,NA,NA,NA,NA
"atpD",0,NA,NA,NA,NA,NA
"atpE",0,NA,NA,NA,NA,NA
"atpF",0,NA,NA,NA,NA,NA
"atpG",0,NA,NA,NA,NA,NA
"atpH",0,NA,NA,NA,NA,NA
"atpI",0,NA,NA,NA,NA,NA
"avtA",0,NA,NA,NA,NA,NA
"azoR",0,NA,NA,NA,NA,NA
"azuC",0,NA,NA,NA,NA,NA
"bacA",0,NA,NA,NA,NA,NA
"baeR",0,NA,NA,NA,NA,NA
"baeS",0,NA,NA,NA,NA,NA
"bamA",0,NA,NA,NA,NA,NA
"bamB",0,NA,NA,NA,NA,NA
"bamC",0,NA,NA,NA,NA,NA
"bamD",0,NA,NA,NA,NA,NA
"bamE",0,NA,NA,NA,NA,NA
"barA",0,NA,NA,NA,NA,NA
"basR",0,NA,NA,NA,NA,NA
"basS",0,NA,NA,NA,NA,NA
"bax",0.196493206890501,-0.823537070773971,3.5330716411438,-0.233093793282764,0.815688574420757,0.889912359374031
"baxL",0,NA,NA,NA,NA,NA
"bcp",0,NA,NA,NA,NA,NA
"bcr",0,NA,NA,NA,NA,NA
"bcsA",0,NA,NA,NA,NA,NA
"bcsB",0,NA,NA,NA,NA,NA
"bcsC",0,NA,NA,NA,NA,NA
"bcsE",0,NA,NA,NA,NA,NA
"bcsF",0,NA,NA,NA,NA,NA
"bcsG",9.6205742829621,2.69125190042707,1.53933254910838,1.748323909597,0.0804079553389593,0.125738614724681
"bcsQ",0,NA,NA,NA,NA,NA
"bcsZ",0,NA,NA,NA,NA,NA
"bdcA",0,NA,NA,NA,NA,NA
"bdcR",0,NA,NA,NA,NA,NA
"bdm",0,NA,NA,NA,NA,NA
"beeE",0,NA,NA,NA,NA,NA
"bepA",0,NA,NA,NA,NA,NA
"betA",0,NA,NA,NA,NA,NA
"betB",0,NA,NA,NA,NA,NA
"betI",0,NA,NA,NA,NA,NA
"betT",0,NA,NA,NA,NA,NA
"bfd",0,NA,NA,NA,NA,NA
"bfr",0,NA,NA,NA,NA,NA
"bglA",0,NA,NA,NA,NA,NA
"bglB",0,NA,NA,NA,NA,NA
"bglF",0,NA,NA,NA,NA,NA
"bglG",0,NA,NA,NA,NA,NA
"bglH",0,NA,NA,NA,NA,NA
"bglJ",0,NA,NA,NA,NA,NA
"bglX",0,NA,NA,NA,NA,NA
"bhsA",0,NA,NA,NA,NA,NA
"bhsB",0,NA,NA,NA,NA,NA
"bidA",0,NA,NA,NA,NA,NA
"bioA",0,NA,NA,NA,NA,NA
"bioB",0,NA,NA,NA,NA,NA
"bioC",0,NA,NA,NA,NA,NA
"bioD",0,NA,NA,NA,NA,NA
"bioF",0,NA,NA,NA,NA,NA
"bioH",0,NA,NA,NA,NA,NA
"bioP",0,NA,NA,NA,NA,NA
"bipA",0,NA,NA,NA,NA,NA
"birA",0,NA,NA,NA,NA,NA
"bisC",0,NA,NA,NA,NA,NA
"blc",0,NA,NA,NA,NA,NA
"blr",0,NA,NA,NA,NA,NA
"bluF",0,NA,NA,NA,NA,NA
"bluR",0,NA,NA,NA,NA,NA
"bolA",0,NA,NA,NA,NA,NA
"borD",0,NA,NA,NA,NA,NA
"brnQ",0,NA,NA,NA,NA,NA
"bsmA",0,NA,NA,NA,NA,NA
"bssR",0,NA,NA,NA,NA,NA
"bssS",0,NA,NA,NA,NA,NA
"btsR",0,NA,NA,NA,NA,NA
"btsS",0,NA,NA,NA,NA,NA
"btsT",0,NA,NA,NA,NA,NA
"btuB",0,NA,NA,NA,NA,NA
"btuC",4.50625205656834,-5.33295848118792,2.1577497198373,-2.47153709819044,0.013453359178246,0.0232195013965284
"btuD",0,NA,NA,NA,NA,NA
"btuE",0,NA,NA,NA,NA,NA
"btuF",0,NA,NA,NA,NA,NA
"btuR",0,NA,NA,NA,NA,NA
"cadA",0,NA,NA,NA,NA,NA
"cadB",0,NA,NA,NA,NA,NA
"cadC",0,NA,NA,NA,NA,NA
"caiA",0,NA,NA,NA,NA,NA
"caiB",0,NA,NA,NA,NA,NA
"caiC",0,NA,NA,NA,NA,NA
"caiD",0,NA,NA,NA,NA,NA
"caiE",0,NA,NA,NA,NA,NA
"caiF",0,NA,NA,NA,NA,NA
"caiT",0,NA,NA,NA,NA,NA
"can",0,NA,NA,NA,NA,NA
"carA",0,NA,NA,NA,NA,NA
"carB",0,NA,NA,NA,NA,NA
"cas1",0,NA,NA,NA,NA,NA
"cas2",0,NA,NA,NA,NA,NA
"cas3",0,NA,NA,NA,NA,NA
"casA",0,NA,NA,NA,NA,NA
"casB",0,NA,NA,NA,NA,NA
"casC",0,NA,NA,NA,NA,NA
"casD",0,NA,NA,NA,NA,NA
"casE",0,NA,NA,NA,NA,NA
"cbeA",0,NA,NA,NA,NA,NA
"cbl",0,NA,NA,NA,NA,NA
"cbpA",0,NA,NA,NA,NA,NA
"cbpM",0,NA,NA,NA,NA,NA
"cbrA",0,NA,NA,NA,NA,NA
"cbrB",0,NA,NA,NA,NA,NA
"cbrC",76.8427017169781,-0.96609023077876,0.173671245548932,-5.56275293428793,2.65551729590955e-08,6.12609435591014e-08
"cbtA",0,NA,NA,NA,NA,NA
"cca",0,NA,NA,NA,NA,NA
"ccmA",0,NA,NA,NA,NA,NA
"ccmB",0,NA,NA,NA,NA,NA
"ccmC",0,NA,NA,NA,NA,NA
"ccmD",0,NA,NA,NA,NA,NA
"ccmE",0,NA,NA,NA,NA,NA
"ccmF",0,NA,NA,NA,NA,NA
"ccmG",0,NA,NA,NA,NA,NA
"ccmH",0,NA,NA,NA,NA,NA
"ccp",0,NA,NA,NA,NA,NA
"cdaR",0,NA,NA,NA,NA,NA
"cdd",0,NA,NA,NA,NA,NA
"cdgI",0,NA,NA,NA,NA,NA
"cdh",0,NA,NA,NA,NA,NA
"cdsA",0,NA,NA,NA,NA,NA
"cecR",0,NA,NA,NA,NA,NA
"cedA",0,NA,NA,NA,NA,NA
"cfa",0,NA,NA,NA,NA,NA
"chaA",0,NA,NA,NA,NA,NA
"chaB",0,NA,NA,NA,NA,NA
"chaC",0,NA,NA,NA,NA,NA
"chbA",0,NA,NA,NA,NA,NA
"chbB",0,NA,NA,NA,NA,NA
"chbC",0,NA,NA,NA,NA,NA
"chbF",0,NA,NA,NA,NA,NA
"chbG",0,NA,NA,NA,NA,NA
"chbR",0,NA,NA,NA,NA,NA
"cheA",0,NA,NA,NA,NA,NA
"cheB",0,NA,NA,NA,NA,NA
"cheR",0,NA,NA,NA,NA,NA
"cheW",0,NA,NA,NA,NA,NA
"cheY",0,NA,NA,NA,NA,NA
"cheZ",0,NA,NA,NA,NA,NA
"chiA",0,NA,NA,NA,NA,NA
"chiP",0,NA,NA,NA,NA,NA
"chiQ",0,NA,NA,NA,NA,NA
"chiX",0,NA,NA,NA,NA,NA
"chiZ",0,NA,NA,NA,NA,NA
"cho",0,NA,NA,NA,NA,NA
"chpB",0,NA,NA,NA,NA,NA
"chpS",0,NA,NA,NA,NA,NA
"cirA",0,NA,NA,NA,NA,NA
"citC",0,NA,NA,NA,NA,NA
"citD",0,NA,NA,NA,NA,NA
"citE",0,NA,NA,NA,NA,NA
"citF",0,NA,NA,NA,NA,NA
"citG",0,NA,NA,NA,NA,NA
"citT",0,NA,NA,NA,NA,NA
"citX",0,NA,NA,NA,NA,NA
"clcA",0,NA,NA,NA,NA,NA
"clcB",0,NA,NA,NA,NA,NA
"clpA",0,NA,NA,NA,NA,NA
"clpB",0,NA,NA,NA,NA,NA
"clpP",0,NA,NA,NA,NA,NA
"clpS",1.49586839749,-3.74193725671556,2.24187644724341,-1.66910949143367,0.095095682614688,0.145771671376462
"clpX",0,NA,NA,NA,NA,NA
"clsA",0,NA,NA,NA,NA,NA
"clsB",0,NA,NA,NA,NA,NA
"clsC",0,NA,NA,NA,NA,NA
"cmk",0,NA,NA,NA,NA,NA
"cmoA",0,NA,NA,NA,NA,NA
"cmoB",0,NA,NA,NA,NA,NA
"cmoM",0,NA,NA,NA,NA,NA
"cmtA",0,NA,NA,NA,NA,NA
"cmtB",0,NA,NA,NA,NA,NA
"cnoX",0,NA,NA,NA,NA,NA
"cnu",0,NA,NA,NA,NA,NA
"coaA",0,NA,NA,NA,NA,NA
"coaD",0,NA,NA,NA,NA,NA
"coaE",0,NA,NA,NA,NA,NA
"cobB",0,NA,NA,NA,NA,NA
"cobC",0,NA,NA,NA,NA,NA
"cobS",0,NA,NA,NA,NA,NA
"cobT",0,NA,NA,NA,NA,NA
"cobU",0,NA,NA,NA,NA,NA
"codA",0,NA,NA,NA,NA,NA
"codB",0,NA,NA,NA,NA,NA
"cof",0,NA,NA,NA,NA,NA
"comR",0,NA,NA,NA,NA,NA
"copA",0,NA,NA,NA,NA,NA
"corA",0,NA,NA,NA,NA,NA
"cpdA",0,NA,NA,NA,NA,NA
"cpdB",0,NA,NA,NA,NA,NA
"cpoB",0,NA,NA,NA,NA,NA
"cpsB",0,NA,NA,NA,NA,NA
"cpsG",0,NA,NA,NA,NA,NA
"cpxA",0,NA,NA,NA,NA,NA
"cpxP",0,NA,NA,NA,NA,NA
"cpxQ",0,NA,NA,NA,NA,NA
"cpxR",0,NA,NA,NA,NA,NA
"cra",0,NA,NA,NA,NA,NA
"crcB",0,NA,NA,NA,NA,NA
"creA",0,NA,NA,NA,NA,NA
"creB",0,NA,NA,NA,NA,NA
"creC",0,NA,NA,NA,NA,NA
"creD",0,NA,NA,NA,NA,NA
"crl",0,NA,NA,NA,NA,NA
"crp",0,NA,NA,NA,NA,NA
"crr",0,NA,NA,NA,NA,NA
"cryptic",0,NA,NA,NA,NA,NA
"csdA",0,NA,NA,NA,NA,NA
"csdE",0,NA,NA,NA,NA,NA
"csgA",0,NA,NA,NA,NA,NA
"csgB",0,NA,NA,NA,NA,NA
"csgC",0,NA,NA,NA,NA,NA
"csgD",0,NA,NA,NA,NA,NA
"csgE",0,NA,NA,NA,NA,NA
"csgF",0,NA,NA,NA,NA,NA
"csgG",0,NA,NA,NA,NA,NA
"csiE",0,NA,NA,NA,NA,NA
"cspA",0,NA,NA,NA,NA,NA
"cspB",0,NA,NA,NA,NA,NA
"cspC",0,NA,NA,NA,NA,NA
"cspD",0,NA,NA,NA,NA,NA
"cspE",0,NA,NA,NA,NA,NA
"cspF",0,NA,NA,NA,NA,NA
"cspG",0,NA,NA,NA,NA,NA
"cspH",0,NA,NA,NA,NA,NA
"cspI",0,NA,NA,NA,NA,NA
"csqR",0,NA,NA,NA,NA,NA
"csrA",0,NA,NA,NA,NA,NA
"csrB",0,NA,NA,NA,NA,NA
"csrC",0,NA,NA,NA,NA,NA
"csrD",0,NA,NA,NA,NA,NA
"cstA",0,NA,NA,NA,NA,NA
"cueO",0,NA,NA,NA,NA,NA
"cueR",0,NA,NA,NA,NA,NA
"curA",234.733611674453,1.31363264540314,0.0965249389213139,13.6092564272327,3.52815089574403e-42,4.1102957935418e-41
"cusA",0,NA,NA,NA,NA,NA
"cusB",0,NA,NA,NA,NA,NA
"cusC",0,NA,NA,NA,NA,NA
"cusF",0,NA,NA,NA,NA,NA
"cusR",0,NA,NA,NA,NA,NA
"cusS",0,NA,NA,NA,NA,NA
"cutA",0,NA,NA,NA,NA,NA
"cutC",0,NA,NA,NA,NA,NA
"cvpA",0,NA,NA,NA,NA,NA
"cvrA",0,NA,NA,NA,NA,NA
"cyaA",0,NA,NA,NA,NA,NA
"cyaR",0,NA,NA,NA,NA,NA
"cyaY",0,NA,NA,NA,NA,NA
"cybB",0,NA,NA,NA,NA,NA
"cybC",0,NA,NA,NA,NA,NA
"cycA",144.317607099008,-0.0659362255624339,0.109852663731603,-0.600224185036898,0.548356837609666,0.679612463633256
"cydA",0,NA,NA,NA,NA,NA
"cydB",0,NA,NA,NA,NA,NA
"cydC",16.6848372966005,-7.2217515376467,1.04848186969733,-6.88781727788144,5.66549143393934e-12,1.53495291175333e-11
"cydD",0,NA,NA,NA,NA,NA
"cydH",0,NA,NA,NA,NA,NA
"cydX",0,NA,NA,NA,NA,NA
"cynR",0,NA,NA,NA,NA,NA
"cynS",0,NA,NA,NA,NA,NA
"cynT",0,NA,NA,NA,NA,NA
"cynX",0,NA,NA,NA,NA,NA
"cyoA",402.579814265196,-7.6646869475249,0.403411340912443,-18.9996813926668,1.71582860716428e-80,2.49867540918298e-79
"cyoB",0,NA,NA,NA,NA,NA
"cyoC",0,NA,NA,NA,NA,NA
"cyoD",0,NA,NA,NA,NA,NA
"cyoE",0,NA,NA,NA,NA,NA
"cysA",0,NA,NA,NA,NA,NA
"cysB",0,NA,NA,NA,NA,NA
"cysC",0,NA,NA,NA,NA,NA
"cysD",0,NA,NA,NA,NA,NA
"cysE",0,NA,NA,NA,NA,NA
"cysG",0,NA,NA,NA,NA,NA
"cysH",0,NA,NA,NA,NA,NA
"cysI",0,NA,NA,NA,NA,NA
"cysJ",0,NA,NA,NA,NA,NA
"cysK",0,NA,NA,NA,NA,NA
"cysM",0,NA,NA,NA,NA,NA
"cysN",0,NA,NA,NA,NA,NA
"cysP",0,NA,NA,NA,NA,NA
"cysQ",0,NA,NA,NA,NA,NA
"cysS",0,NA,NA,NA,NA,NA
"cysT",0.295348077362496,-1.4033350948154,3.48517063565699,-0.40265893453187,0.687199147787871,0.808673744619061
"cysU",0,NA,NA,NA,NA,NA
"cysW",0,NA,NA,NA,NA,NA
"cysZ",0,NA,NA,NA,NA,NA
"cytR",0,NA,NA,NA,NA,NA
"cyuA",0,NA,NA,NA,NA,NA
"cyuP",0,NA,NA,NA,NA,NA
"dacA",0,NA,NA,NA,NA,NA
"dacB",0,NA,NA,NA,NA,NA
"dacC",0,NA,NA,NA,NA,NA
"dacD",0,NA,NA,NA,NA,NA
"dadA",0,NA,NA,NA,NA,NA
"dadX",0,NA,NA,NA,NA,NA
"dam",0,NA,NA,NA,NA,NA
"damX",0,NA,NA,NA,NA,NA
"dapA",0,NA,NA,NA,NA,NA
"dapB",0,NA,NA,NA,NA,NA
"dapD",0,NA,NA,NA,NA,NA
"dapE",0,NA,NA,NA,NA,NA
"dapF",0,NA,NA,NA,NA,NA
"dauA",0.796575645043915,-2.83304612131494,3.42151491772686,-0.828009285196137,0.407665241456276,0.531739874604129
"dbpA",0,NA,NA,NA,NA,NA
"dcd",0,NA,NA,NA,NA,NA
"dcm",0,NA,NA,NA,NA,NA
"dcp",0,NA,NA,NA,NA,NA
"dcrB",0,NA,NA,NA,NA,NA
"dctA",0,NA,NA,NA,NA,NA
"dctR",0,NA,NA,NA,NA,NA
"dcuA",0,NA,NA,NA,NA,NA
"dcuB",0,NA,NA,NA,NA,NA
"dcuC",0,NA,NA,NA,NA,NA
"dcuD",0,NA,NA,NA,NA,NA
"dcuR",0,NA,NA,NA,NA,NA
"dcuS",0,NA,NA,NA,NA,NA
"dcyD",19.6856692661017,-7.45992335908082,1.05025613543687,-7.102956228842,1.22116090640616e-12,3.46988403893458e-12
"ddlA",0,NA,NA,NA,NA,NA
"ddlB",0,NA,NA,NA,NA,NA
"ddpA",0,NA,NA,NA,NA,NA
"ddpB",0,NA,NA,NA,NA,NA
"ddpC",0,NA,NA,NA,NA,NA
"ddpD",0,NA,NA,NA,NA,NA
"ddpF",0,NA,NA,NA,NA,NA
"ddpX",0,NA,NA,NA,NA,NA
"deaD",253.380172950987,-11.146387232562,1.02190201671069,-10.9074911784988,1.06145318595503e-27,7.72870601023506e-27
"decR",0,NA,NA,NA,NA,NA
"dedA",0,NA,NA,NA,NA,NA
"dedD",0,NA,NA,NA,NA,NA
"def",351.295910633498,0.708415307378188,0.0773415872845782,9.15956514794009,5.21068623468526e-20,2.5293539430868e-19
"degP",0,NA,NA,NA,NA,NA
"degQ",0,NA,NA,NA,NA,NA
"degS",0,NA,NA,NA,NA,NA
"deoA",0,NA,NA,NA,NA,NA
"deoB",0,NA,NA,NA,NA,NA
"deoC",0,NA,NA,NA,NA,NA
"deoD",0,NA,NA,NA,NA,NA
"deoR",0,NA,NA,NA,NA,NA
"der",0,NA,NA,NA,NA,NA
"dfp",0,NA,NA,NA,NA,NA
"dgcC",0,NA,NA,NA,NA,NA
"dgcE",0,NA,NA,NA,NA,NA
"dgcF",0,NA,NA,NA,NA,NA
"dgcI",0,NA,NA,NA,NA,NA
"dgcJ",0,NA,NA,NA,NA,NA
"dgcM",0,NA,NA,NA,NA,NA
"dgcN",0,NA,NA,NA,NA,NA
"dgcP",0,NA,NA,NA,NA,NA
"dgcQ",7.76207395795769,-6.1168297076089,1.08645229183175,-5.63009508433726,1.80110301222256e-08,4.19657001847856e-08
"dgcT",0,NA,NA,NA,NA,NA
"dgcZ",0,NA,NA,NA,NA,NA
"dgkA",0,NA,NA,NA,NA,NA
"dgoA",0,NA,NA,NA,NA,NA
"dgoD",0,NA,NA,NA,NA,NA
"dgoK",0,NA,NA,NA,NA,NA
"dgoR",0,NA,NA,NA,NA,NA
