"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"araA",0,NA,NA,NA,NA,NA
"araB",0,NA,NA,NA,NA,NA
"araC",0,NA,NA,NA,NA,NA
"araD",0,NA,NA,NA,NA,NA
"araE",0,NA,NA,NA,NA,NA
"araF",0,NA,NA,NA,NA,NA
"araG",0,NA,NA,NA,NA,NA
"araH",0,NA,NA,NA,NA,NA
"araJ",0.531275017450863,1.83483673066469,3.42690381550972,0.535421135066719,0.592358678612633,0.796886242562637
"arcA",0,NA,NA,NA,NA,NA
"arcB",0,NA,NA,NA,NA,NA
"arcZ",0,NA,NA,NA,NA,NA
"arfA",0,NA,NA,NA,NA,NA
"arfB",0,NA,NA,NA,NA,NA
"argA",0,NA,NA,NA,NA,NA
"argB",0,NA,NA,NA,NA,NA
"argC",0,NA,NA,NA,NA,NA
"argD",0,NA,NA,NA,NA,NA
"argE",0,NA,NA,NA,NA,NA
"argF",0,NA,NA,NA,NA,NA
"argG",0,NA,NA,NA,NA,NA
"argH",243.870615699587,2.38227937711229,0.12981283322125,18.3516476606901,3.20251930727162e-75,1.24898252983593e-73
"argI",0,NA,NA,NA,NA,NA
"argK",0,NA,NA,NA,NA,NA
"argL",0,NA,NA,NA,NA,NA
"argO",0,NA,NA,NA,NA,NA
"argP",0,NA,NA,NA,NA,NA
"argQ",0,NA,NA,NA,NA,NA
"argR",0.377816934137973,1.34345349401402,3.44441285634284,0.390038462299914,0.696508105987208,0.876252133338746
"argS",0,NA,NA,NA,NA,NA
"argT",0,NA,NA,NA,NA,NA
"argU",0,NA,NA,NA,NA,NA
"argW",0,NA,NA,NA,NA,NA
"argX",0,NA,NA,NA,NA,NA
"ariR",0,NA,NA,NA,NA,NA
"arnA",0,NA,NA,NA,NA,NA
"arnB",0,NA,NA,NA,NA,NA
"arnC",0,NA,NA,NA,NA,NA
"arnD",0,NA,NA,NA,NA,NA
"arnE",0,NA,NA,NA,NA,NA
"arnF",0,NA,NA,NA,NA,NA
"arnT",0,NA,NA,NA,NA,NA
"aroA",0,NA,NA,NA,NA,NA
"aroB",0,NA,NA,NA,NA,NA
"aroC",0,NA,NA,NA,NA,NA
"aroD",0,NA,NA,NA,NA,NA
"aroE",0,NA,NA,NA,NA,NA
"aroF",0,NA,NA,NA,NA,NA
"aroG",0,NA,NA,NA,NA,NA
"aroH",0,NA,NA,NA,NA,NA
"aroK",0,NA,NA,NA,NA,NA
"aroL",0,NA,NA,NA,NA,NA
"aroM",0,NA,NA,NA,NA,NA
"aroP",0,NA,NA,NA,NA,NA
"arpA",3.40478243954414,4.51511441334082,2.08867565547879,2.16171160969739,0.0306404122052809,0.070988677782532
"arpB",0,NA,NA,NA,NA,NA
"arrS",0,NA,NA,NA,NA,NA
"arsB",0,NA,NA,NA,NA,NA
"arsC",0,NA,NA,NA,NA,NA
"arsR",0,NA,NA,NA,NA,NA
"artI",0,NA,NA,NA,NA,NA
"artJ",0,NA,NA,NA,NA,NA
"artM",0,NA,NA,NA,NA,NA
"artP",0,NA,NA,NA,NA,NA
"artQ",0,NA,NA,NA,NA,NA
"ascB",0,NA,NA,NA,NA,NA
"ascF",0,NA,NA,NA,NA,NA
"ascG",0,NA,NA,NA,NA,NA
"asd",0,NA,NA,NA,NA,NA
"aslA",0,NA,NA,NA,NA,NA
"aslB",0,NA,NA,NA,NA,NA
"asmA",0,NA,NA,NA,NA,NA
"asnA",0,NA,NA,NA,NA,NA
"asnB",0,NA,NA,NA,NA,NA
"asnC",0,NA,NA,NA,NA,NA
"asnS",0,NA,NA,NA,NA,NA
"asnT",0,NA,NA,NA,NA,NA
"asnW",0,NA,NA,NA,NA,NA
"aspA",0,NA,NA,NA,NA,NA
"aspC",0,NA,NA,NA,NA,NA
"aspS",0,NA,NA,NA,NA,NA
"aspT",0,NA,NA,NA,NA,NA
"aspX",0,NA,NA,NA,NA,NA
