"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"araF",0,NA,NA,NA,NA,NA
"araG",0,NA,NA,NA,NA,NA
"araH",0,NA,NA,NA,NA,NA
"araJ",0,NA,NA,NA,NA,NA
"arcA",0,NA,NA,NA,NA,NA
"arcB",0,NA,NA,NA,NA,NA
"arcZ",0,NA,NA,NA,NA,NA
"arfA",0,NA,NA,NA,NA,NA
"arfB",0,NA,NA,NA,NA,NA
"argA",0,NA,NA,NA,NA,NA
"argB",0,NA,NA,NA,NA,NA
"argC",1.26372282300102,3.72770176020583,1.69609892284873,2.19780916666397,0.0279627079381769,0.0521123193393296
"argD",0,NA,NA,NA,NA,NA
"argE",0,NA,NA,NA,NA,NA
"argF",0,NA,NA,NA,NA,NA
"argG",0,NA,NA,NA,NA,NA
"argH",2751.6281955009,5.54928162437206,0.0869306510522655,63.8357306335559,0,0
"argI",0,NA,NA,NA,NA,NA
"argK",0,NA,NA,NA,NA,NA
"argL",0,NA,NA,NA,NA,NA
"argO",0,NA,NA,NA,NA,NA
"argP",0,NA,NA,NA,NA,NA
"argQ",0,NA,NA,NA,NA,NA
"argR",0,NA,NA,NA,NA,NA
"argS",0,NA,NA,NA,NA,NA
"argT",0,NA,NA,NA,NA,NA
"argU",0,NA,NA,NA,NA,NA
"argW",0,NA,NA,NA,NA,NA
"argX",0,NA,NA,NA,NA,NA
"ariR",0,NA,NA,NA,NA,NA
"arnA",0,NA,NA,NA,NA,NA
"arnB",0,NA,NA,NA,NA,NA
"arnC",0,NA,NA,NA,NA,NA
"arnD",0,NA,NA,NA,NA,NA
"arnE",0,NA,NA,NA,NA,NA
"arnF",0,NA,NA,NA,NA,NA
"arnT",0,NA,NA,NA,NA,NA
"aroA",0,NA,NA,NA,NA,NA
"aroB",0,NA,NA,NA,NA,NA
"aroC",0,NA,NA,NA,NA,NA
"aroD",0,NA,NA,NA,NA,NA
"aroE",0,NA,NA,NA,NA,NA
"aroF",0,NA,NA,NA,NA,NA
"aroG",0,NA,NA,NA,NA,NA
"aroH",0,NA,NA,NA,NA,NA
"aroK",0,NA,NA,NA,NA,NA
"aroL",0,NA,NA,NA,NA,NA
"aroM",0,NA,NA,NA,NA,NA
"aroP",0,NA,NA,NA,NA,NA
"arpA",0,NA,NA,NA,NA,NA
"arpB",0,NA,NA,NA,NA,NA
"arrS",0,NA,NA,NA,NA,NA
"arsB",0,NA,NA,NA,NA,NA
"arsC",0,NA,NA,NA,NA,NA
"arsR",0,NA,NA,NA,NA,NA
"artI",0,NA,NA,NA,NA,NA
"artJ",0,NA,NA,NA,NA,NA
"artM",0,NA,NA,NA,NA,NA
"artP",0,NA,NA,NA,NA,NA
"artQ",0,NA,NA,NA,NA,NA
"ascB",0,NA,NA,NA,NA,NA
"ascF",0,NA,NA,NA,NA,NA
"ascG",0,NA,NA,NA,NA,NA
"asd",0,NA,NA,NA,NA,NA
"aslA",0,NA,NA,NA,NA,NA
"aslB",0,NA,NA,NA,NA,NA
"asmA",0,NA,NA,NA,NA,NA
"asnA",0,NA,NA,NA,NA,NA
"asnB",0,NA,NA,NA,NA,NA
"asnC",0,NA,NA,NA,NA,NA
"asnS",0,NA,NA,NA,NA,NA
"asnT",0,NA,NA,NA,NA,NA
"asnW",0,NA,NA,NA,NA,NA
"aspA",0,NA,NA,NA,NA,NA
"aspC",0,NA,NA,NA,NA,NA
"aspS",0,NA,NA,NA,NA,NA
"aspT",0,NA,NA,NA,NA,NA
"aspX",0,NA,NA,NA,NA,NA
"asr",0,NA,NA,NA,NA,NA
"astA",0,NA,NA,NA,NA,NA
"astB",0,NA,NA,NA,NA,NA
"astC",0,NA,NA,NA,NA,NA
"astD",0,NA,NA,NA,NA,NA
"astE",0,NA,NA,NA,NA,NA
"atoA",0,NA,NA,NA,NA,NA
"atoB",0,NA,NA,NA,NA,NA
"atoC",0,NA,NA,NA,NA,NA
"atoD",0,NA,NA,NA,NA,NA
"atoE",0,NA,NA,NA,NA,NA
"atoS",0,NA,NA,NA,NA,NA
"atpA",0,NA,NA,NA,NA,NA
"atpB",0,NA,NA,NA,NA,NA
"atpC",0,NA,NA,NA,NA,NA
"atpD",0,NA,NA,NA,NA,NA
"atpE",0,NA,NA,NA,NA,NA
"atpF",0,NA,NA,NA,NA,NA
"atpG",0,NA,NA,NA,NA,NA
"atpH",0,NA,NA,NA,NA,NA
"atpI",0,NA,NA,NA,NA,NA
"avtA",0,NA,NA,NA,NA,NA
"azoR",0,NA,NA,NA,NA,NA
"azuC",0,NA,NA,NA,NA,NA
"bacA",0,NA,NA,NA,NA,NA
"baeR",0,NA,NA,NA,NA,NA
"baeS",0,NA,NA,NA,NA,NA
"bamA",0,NA,NA,NA,NA,NA
"bamB",0,NA,NA,NA,NA,NA
"bamC",0,NA,NA,NA,NA,NA
"bamD",0,NA,NA,NA,NA,NA
"bamE",0,NA,NA,NA,NA,NA
"barA",0,NA,NA,NA,NA,NA
"basR",0,NA,NA,NA,NA,NA
"basS",0,NA,NA,NA,NA,NA
"bax",0.583698339721802,2.6103682366576,3.41626425133588,0.764100211403978,0.444807526338049,0.59380831706493
"baxL",0,NA,NA,NA,NA,NA
"bcp",0,NA,NA,NA,NA,NA
"bcr",0,NA,NA,NA,NA,NA
"bcsA",0,NA,NA,NA,NA,NA
"bcsB",0,NA,NA,NA,NA,NA
"bcsC",0,NA,NA,NA,NA,NA
"bcsE",0,NA,NA,NA,NA,NA
"bcsF",0,NA,NA,NA,NA,NA
"bcsG",13.746216313867,-0.0736985174936016,0.617659219488703,-0.119319060038655,0.905022583644461,0.933482413318815
"bcsQ",0,NA,NA,NA,NA,NA
"bcsZ",0,NA,NA,NA,NA,NA
"bdcA",0,NA,NA,NA,NA,NA
"bdcR",0,NA,NA,NA,NA,NA
"bdm",0,NA,NA,NA,NA,NA
"beeE",0,NA,NA,NA,NA,NA
"bepA",0,NA,NA,NA,NA,NA
"betA",0,NA,NA,NA,NA,NA
"betB",0,NA,NA,NA,NA,NA
"betI",0,NA,NA,NA,NA,NA
"betT",0,NA,NA,NA,NA,NA
"bfd",0,NA,NA,NA,NA,NA
"bfr",0,NA,NA,NA,NA,NA
"bglA",0,NA,NA,NA,NA,NA
"bglB",0,NA,NA,NA,NA,NA
"bglF",0,NA,NA,NA,NA,NA
"bglG",0,NA,NA,NA,NA,NA
"bglH",0,NA,NA,NA,NA,NA
"bglJ",0,NA,NA,NA,NA,NA
"bglX",0,NA,NA,NA,NA,NA
"bhsA",0,NA,NA,NA,NA,NA
"bhsB",0,NA,NA,NA,NA,NA
"bidA",0,NA,NA,NA,NA,NA
"bioA",0,NA,NA,NA,NA,NA
"bioB",0,NA,NA,NA,NA,NA
"bioC",0,NA,NA,NA,NA,NA
"bioD",0,NA,NA,NA,NA,NA
"bioF",0,NA,NA,NA,NA,NA
"bioH",0,NA,NA,NA,NA,NA
"bioP",0,NA,NA,NA,NA,NA
"bipA",0,NA,NA,NA,NA,NA
"birA",0,NA,NA,NA,NA,NA
"bisC",0,NA,NA,NA,NA,NA
"blc",0,NA,NA,NA,NA,NA
"blr",0,NA,NA,NA,NA,NA
"bluF",0,NA,NA,NA,NA,NA
"bluR",0,NA,NA,NA,NA,NA
"bolA",0,NA,NA,NA,NA,NA
"borD",0,NA,NA,NA,NA,NA
"brnQ",0,NA,NA,NA,NA,NA
"bsmA",0,NA,NA,NA,NA,NA
"bssR",0,NA,NA,NA,NA,NA
"bssS",0,NA,NA,NA,NA,NA
"btsR",0,NA,NA,NA,NA,NA
"btsS",0,NA,NA,NA,NA,NA
"btsT",0,NA,NA,NA,NA,NA
"btuB",0,NA,NA,NA,NA,NA
"btuC",0,NA,NA,NA,NA,NA
"btuD",0,NA,NA,NA,NA,NA
"btuE",0,NA,NA,NA,NA,NA
"btuF",0,NA,NA,NA,NA,NA
"btuR",0,NA,NA,NA,NA,NA
"cadA",0,NA,NA,NA,NA,NA
"cadB",0,NA,NA,NA,NA,NA
"cadC",0,NA,NA,NA,NA,NA
"caiA",0,NA,NA,NA,NA,NA
"caiB",0,NA,NA,NA,NA,NA
"caiC",0,NA,NA,NA,NA,NA
"caiD",0,NA,NA,NA,NA,NA
"caiE",0,NA,NA,NA,NA,NA
"caiF",0,NA,NA,NA,NA,NA
"caiT",0,NA,NA,NA,NA,NA
"can",0,NA,NA,NA,NA,NA
"carA",0,NA,NA,NA,NA,NA
"carB",0,NA,NA,NA,NA,NA
"cas1",0,NA,NA,NA,NA,NA
"cas2",0,NA,NA,NA,NA,NA
"cas3",0,NA,NA,NA,NA,NA
"casA",0,NA,NA,NA,NA,NA
"casB",0,NA,NA,NA,NA,NA
"casC",0,NA,NA,NA,NA,NA
"casD",0,NA,NA,NA,NA,NA
"casE",0,NA,NA,NA,NA,NA
"cbeA",0,NA,NA,NA,NA,NA
"cbl",0,NA,NA,NA,NA,NA
"cbpA",0,NA,NA,NA,NA,NA
"cbpM",0,NA,NA,NA,NA,NA
"cbrA",0,NA,NA,NA,NA,NA
"cbrB",0,NA,NA,NA,NA,NA
"cbrC",41.5373449918684,-0.210151922637934,0.252855331513966,-0.831115252265608,0.405908524211432,0.559403344291386
"cbtA",0,NA,NA,NA,NA,NA
"cca",0,NA,NA,NA,NA,NA
"ccmA",0,NA,NA,NA,NA,NA
"ccmB",0,NA,NA,NA,NA,NA
"ccmC",0,NA,NA,NA,NA,NA
"ccmD",0,NA,NA,NA,NA,NA
"ccmE",0,NA,NA,NA,NA,NA
"ccmF",0,NA,NA,NA,NA,NA
"ccmG",0,NA,NA,NA,NA,NA
"ccmH",0,NA,NA,NA,NA,NA
"ccp",0,NA,NA,NA,NA,NA
"cdaR",0,NA,NA,NA,NA,NA
"cdd",0,NA,NA,NA,NA,NA
"cdgI",0,NA,NA,NA,NA,NA
"cdh",0,NA,NA,NA,NA,NA
"cdsA",0,NA,NA,NA,NA,NA
"cecR",0,NA,NA,NA,NA,NA
"cedA",0,NA,NA,NA,NA,NA
"cfa",0,NA,NA,NA,NA,NA
"chaA",0,NA,NA,NA,NA,NA
"chaB",0,NA,NA,NA,NA,NA
"chaC",0,NA,NA,NA,NA,NA
"chbA",0,NA,NA,NA,NA,NA
"chbB",0,NA,NA,NA,NA,NA
"chbC",0,NA,NA,NA,NA,NA
"chbF",0,NA,NA,NA,NA,NA
"chbG",0,NA,NA,NA,NA,NA
"chbR",0,NA,NA,NA,NA,NA
"cheA",0,NA,NA,NA,NA,NA
"cheB",0,NA,NA,NA,NA,NA
"cheR",0,NA,NA,NA,NA,NA
"cheW",0,NA,NA,NA,NA,NA
"cheY",0,NA,NA,NA,NA,NA
"cheZ",0,NA,NA,NA,NA,NA
"chiA",0,NA,NA,NA,NA,NA
"chiP",0,NA,NA,NA,NA,NA
"chiQ",0,NA,NA,NA,NA,NA
"chiX",0,NA,NA,NA,NA,NA
"chiZ",0,NA,NA,NA,NA,NA
"cho",0,NA,NA,NA,NA,NA
"chpB",0,NA,NA,NA,NA,NA
"chpS",0,NA,NA,NA,NA,NA
"cirA",0,NA,NA,NA,NA,NA
"citC",0,NA,NA,NA,NA,NA
"citD",0,NA,NA,NA,NA,NA
"citE",0,NA,NA,NA,NA,NA
"citF",0,NA,NA,NA,NA,NA
"citG",0,NA,NA,NA,NA,NA
"citT",0,NA,NA,NA,NA,NA
"citX",0,NA,NA,NA,NA,NA
"clcA",0,NA,NA,NA,NA,NA
"clcB",0,NA,NA,NA,NA,NA
"clpA",0,NA,NA,NA,NA,NA
"clpB",0,NA,NA,NA,NA,NA
"clpP",0,NA,NA,NA,NA,NA
"clpS",3.13054644048341,5.03400487079145,1.24483927388037,4.04389946269902,5.25694687984136e-05,0.00013684750607841
"clpX",0,NA,NA,NA,NA,NA
"clsA",0,NA,NA,NA,NA,NA
"clsB",0,NA,NA,NA,NA,NA
"clsC",0,NA,NA,NA,NA,NA
"cmk",0,NA,NA,NA,NA,NA
"cmoA",0,NA,NA,NA,NA,NA
"cmoB",0,NA,NA,NA,NA,NA
"cmoM",0,NA,NA,NA,NA,NA
"cmtA",0,NA,NA,NA,NA,NA
"cmtB",0,NA,NA,NA,NA,NA
"cnoX",0,NA,NA,NA,NA,NA
"cnu",0,NA,NA,NA,NA,NA
"coaA",0,NA,NA,NA,NA,NA
"coaD",0,NA,NA,NA,NA,NA
"coaE",0,NA,NA,NA,NA,NA
"cobB",0,NA,NA,NA,NA,NA
"cobC",0,NA,NA,NA,NA,NA
"cobS",0,NA,NA,NA,NA,NA
"cobT",0,NA,NA,NA,NA,NA
"cobU",0,NA,NA,NA,NA,NA
"codA",0,NA,NA,NA,NA,NA
"codB",0,NA,NA,NA,NA,NA
"cof",0,NA,NA,NA,NA,NA
"comR",0,NA,NA,NA,NA,NA
"copA",0,NA,NA,NA,NA,NA
"corA",0,NA,NA,NA,NA,NA
"cpdA",0,NA,NA,NA,NA,NA
"cpdB",0,NA,NA,NA,NA,NA
"cpoB",0,NA,NA,NA,NA,NA
"cpsB",0,NA,NA,NA,NA,NA
"cpsG",0,NA,NA,NA,NA,NA
"cpxA",0,NA,NA,NA,NA,NA
"cpxP",0,NA,NA,NA,NA,NA
"cpxQ",0,NA,NA,NA,NA,NA
"cpxR",0,NA,NA,NA,NA,NA
"cra",0,NA,NA,NA,NA,NA
"crcB",0,NA,NA,NA,NA,NA
"creA",0,NA,NA,NA,NA,NA
"creB",0,NA,NA,NA,NA,NA
"creC",0,NA,NA,NA,NA,NA
"creD",0,NA,NA,NA,NA,NA
"crl",0,NA,NA,NA,NA,NA
"crp",0,NA,NA,NA,NA,NA
"crr",0,NA,NA,NA,NA,NA
"cryptic",0,NA,NA,NA,NA,NA
"csdA",0,NA,NA,NA,NA,NA
"csdE",0,NA,NA,NA,NA,NA
"csgA",0,NA,NA,NA,NA,NA
"csgB",0,NA,NA,NA,NA,NA
"csgC",0,NA,NA,NA,NA,NA
"csgD",0,NA,NA,NA,NA,NA
"csgE",0,NA,NA,NA,NA,NA
"csgF",0,NA,NA,NA,NA,NA
"csgG",0,NA,NA,NA,NA,NA
"csiE",0,NA,NA,NA,NA,NA
"cspA",0,NA,NA,NA,NA,NA
"cspB",0,NA,NA,NA,NA,NA
"cspC",0,NA,NA,NA,NA,NA
"cspD",0,NA,NA,NA,NA,NA
"cspE",0,NA,NA,NA,NA,NA
"cspF",0,NA,NA,NA,NA,NA
"cspG",0,NA,NA,NA,NA,NA
"cspH",0,NA,NA,NA,NA,NA
"cspI",0,NA,NA,NA,NA,NA
"csqR",0,NA,NA,NA,NA,NA
"csrA",0,NA,NA,NA,NA,NA
"csrB",0,NA,NA,NA,NA,NA
"csrC",0,NA,NA,NA,NA,NA
"csrD",0,NA,NA,NA,NA,NA
"cstA",0,NA,NA,NA,NA,NA
"cueO",0,NA,NA,NA,NA,NA
"cueR",0,NA,NA,NA,NA,NA
"curA",192.037042699393,-1.5583362948284,0.134773460147721,-11.5626347585077,6.37230794681405e-31,1.16117611475278e-29
"cusA",0,NA,NA,NA,NA,NA
"cusB",0,NA,NA,NA,NA,NA
"cusC",0,NA,NA,NA,NA,NA
"cusF",0,NA,NA,NA,NA,NA
"cusR",0,NA,NA,NA,NA,NA
"cusS",0,NA,NA,NA,NA,NA
"cutA",0,NA,NA,NA,NA,NA
"cutC",0,NA,NA,NA,NA,NA
"cvpA",0,NA,NA,NA,NA,NA
"cvrA",0,NA,NA,NA,NA,NA
"cyaA",0,NA,NA,NA,NA,NA
"cyaR",0,NA,NA,NA,NA,NA
"cyaY",0,NA,NA,NA,NA,NA
"cybB",0,NA,NA,NA,NA,NA
"cybC",0,NA,NA,NA,NA,NA
"cycA",147.000445096036,0.522802233910617,0.131948541666601,3.9621675791734,7.42723778084149e-05,0.000184555605463334
"cydA",0,NA,NA,NA,NA,NA
"cydB",0,NA,NA,NA,NA,NA
"cydC",0,NA,NA,NA,NA,NA
"cydD",0,NA,NA,NA,NA,NA
"cydH",0,NA,NA,NA,NA,NA
"cydX",0,NA,NA,NA,NA,NA
"cynR",0,NA,NA,NA,NA,NA
"cynS",0,NA,NA,NA,NA,NA
"cynT",0,NA,NA,NA,NA,NA
"cynX",0,NA,NA,NA,NA,NA
"cyoA",8.51423302916042,2.03673474105983,0.674698376077484,3.01873372350599,0.00253833523398764,0.0057817635885274
"cyoB",0,NA,NA,NA,NA,NA
"cyoC",0,NA,NA,NA,NA,NA
"cyoD",0,NA,NA,NA,NA,NA
"cyoE",0,NA,NA,NA,NA,NA
"cysA",0,NA,NA,NA,NA,NA
"cysB",0,NA,NA,NA,NA,NA
"cysC",0,NA,NA,NA,NA,NA
"cysD",0,NA,NA,NA,NA,NA
"cysE",0,NA,NA,NA,NA,NA
"cysG",0,NA,NA,NA,NA,NA
"cysH",0,NA,NA,NA,NA,NA
"cysI",0,NA,NA,NA,NA,NA
"cysJ",0,NA,NA,NA,NA,NA
"cysK",0,NA,NA,NA,NA,NA
"cysM",0,NA,NA,NA,NA,NA
"cysN",0,NA,NA,NA,NA,NA
"cysP",0,NA,NA,NA,NA,NA
"cysQ",0,NA,NA,NA,NA,NA
"cysS",0,NA,NA,NA,NA,NA
"cysT",0,NA,NA,NA,NA,NA
"cysU",0,NA,NA,NA,NA,NA
"cysW",0,NA,NA,NA,NA,NA
"cysZ",0,NA,NA,NA,NA,NA
"cytR",0,NA,NA,NA,NA,NA
"cyuA",0,NA,NA,NA,NA,NA
"cyuP",0,NA,NA,NA,NA,NA
"dacA",0,NA,NA,NA,NA,NA
"dacB",0,NA,NA,NA,NA,NA
"dacC",0,NA,NA,NA,NA,NA
"dacD",0,NA,NA,NA,NA,NA
"dadA",0,NA,NA,NA,NA,NA
"dadX",0,NA,NA,NA,NA,NA
"dam",0,NA,NA,NA,NA,NA
"damX",0,NA,NA,NA,NA,NA
"dapA",0,NA,NA,NA,NA,NA
"dapB",0,NA,NA,NA,NA,NA
"dapD",0,NA,NA,NA,NA,NA
"dapE",0,NA,NA,NA,NA,NA
"dapF",0,NA,NA,NA,NA,NA
"dauA",0,NA,NA,NA,NA,NA
"dbpA",0,NA,NA,NA,NA,NA
"dcd",0,NA,NA,NA,NA,NA
"dcm",0,NA,NA,NA,NA,NA
"dcp",0,NA,NA,NA,NA,NA
"dcrB",0,NA,NA,NA,NA,NA
"dctA",0,NA,NA,NA,NA,NA
"dctR",0,NA,NA,NA,NA,NA
"dcuA",0,NA,NA,NA,NA,NA
"dcuB",0,NA,NA,NA,NA,NA
"dcuC",0,NA,NA,NA,NA,NA
"dcuD",0,NA,NA,NA,NA,NA
"dcuR",0,NA,NA,NA,NA,NA
"dcuS",0,NA,NA,NA,NA,NA
"dcyD",0,NA,NA,NA,NA,NA
"ddlA",0,NA,NA,NA,NA,NA
"ddlB",0,NA,NA,NA,NA,NA
"ddpA",0,NA,NA,NA,NA,NA
"ddpB",0,NA,NA,NA,NA,NA
"ddpC",0,NA,NA,NA,NA,NA
"ddpD",0,NA,NA,NA,NA,NA
"ddpF",0,NA,NA,NA,NA,NA
"ddpX",0,NA,NA,NA,NA,NA
"deaD",13.098757462632,7.09936372689053,1.11423465874441,6.37151579442926,1.87169012222203e-10,8.29614000120037e-10
"decR",0,NA,NA,NA,NA,NA
"dedA",0,NA,NA,NA,NA,NA
"dedD",0,NA,NA,NA,NA,NA
"def",305.345341840861,-0.651480338767069,0.114266456578245,-5.70141368058407,1.18817898491863e-08,4.4286671256058e-08
"degP",0,NA,NA,NA,NA,NA
"degQ",0,NA,NA,NA,NA,NA
"degS",0,NA,NA,NA,NA,NA
"deoA",0,NA,NA,NA,NA,NA
"deoB",0,NA,NA,NA,NA,NA
"deoC",0,NA,NA,NA,NA,NA
"deoD",0,NA,NA,NA,NA,NA
"deoR",0,NA,NA,NA,NA,NA
"der",0,NA,NA,NA,NA,NA
"dfp",0,NA,NA,NA,NA,NA
"dgcC",0,NA,NA,NA,NA,NA
"dgcE",0,NA,NA,NA,NA,NA
"dgcF",0,NA,NA,NA,NA,NA
"dgcI",0,NA,NA,NA,NA,NA
"dgcJ",0,NA,NA,NA,NA,NA
"dgcM",0,NA,NA,NA,NA,NA
"dgcN",0,NA,NA,NA,NA,NA
"dgcP",0,NA,NA,NA,NA,NA
"dgcQ",0,NA,NA,NA,NA,NA
"dgcT",0,NA,NA,NA,NA,NA
"dgcZ",0,NA,NA,NA,NA,NA
"dgkA",0,NA,NA,NA,NA,NA
"dgoA",0,NA,NA,NA,NA,NA
"dgoD",0,NA,NA,NA,NA,NA
"dgoK",0,NA,NA,NA,NA,NA
"dgoR",0,NA,NA,NA,NA,NA
"dgoT",0,NA,NA,NA,NA,NA
"dgt",0,NA,NA,NA,NA,NA
"dhaK",0,NA,NA,NA,NA,NA
"dhaL",0,NA,NA,NA,NA,NA
"dhaM",0,NA,NA,NA,NA,NA
"dhaR",0,NA,NA,NA,NA,NA
"diaA",0,NA,NA,NA,NA,NA
"dicA",1.06544158151223,3.4758345200775,2.11684376314059,1.64198916358413,0.100592249851851,0.173653989217932
"dicB",0,NA,NA,NA,NA,NA
"dicC",0,NA,NA,NA,NA,NA
"dicF",0,NA,NA,NA,NA,NA
"digH",0,NA,NA,NA,NA,NA
"dinB",0,NA,NA,NA,NA,NA
"dinD",0,NA,NA,NA,NA,NA
"dinF",0,NA,NA,NA,NA,NA
"dinG",0,NA,NA,NA,NA,NA
"dinI",0,NA,NA,NA,NA,NA
"dinJ",0,NA,NA,NA,NA,NA
